Title,Date,URL,Preview
‘Galapagos with David Attenborough’ Dives Deep on Biodiversity,11-21-2023,/t5/Announcements/Galapagos-with-David-Attenborough-Dives-Deep-on-Biodiversity/ba-p/1106303,"Originally produced for television a decade ago, this new VR production
of Galapagos with David Attenborough seamlessly blends live-action
footage with original and emotive illustrations made in VR wi..."
Next on Quest: November 2023,11-21-2023,/t5/Announcements/Next-on-Quest-November-2023/ba-p/1106244,"Last month, we debuted Next on Quest—a new series of videos that shares
the latest and greatest on the Meta Quest Store, plus a look at what’s
coming down the pike. Today, we’re back with a new instal..."
"Feel the Real: ‘Supernatural’ Unveils New Campaign, ‘Unreal Fitness’",11-20-2023,/t5/Announcements/Feel-the-Real-Supernatural-Unveils-New-Campaign-Unreal-Fitness/ba-p/1105914,"For anyone with a headset, the link between VR and fitness is likely a
no-brainer. And today, Supernatural debuted a new campaign directed at
the skeptics in our midst who don’t yet realize the full r..."
"Give Thanks with Black Friday + Cyber Monday Deals, Now Live",11-20-2023,/t5/Announcements/Give-Thanks-with-Black-Friday-Cyber-Monday-Deals-Now-Live/ba-p/1105884,"We’ve got a reason to celebrate before we break out the pumpkin pie:
From now through 10:00 am PT on November 28, you can save up to 40% on
hit VR games during our Black Friday + Cyber Monday Deals Sa..."
Become a Master Assassin in ‘Assassin’s Creed® Nexus VR’,11-16-2023,/t5/Announcements/Become-a-Master-Assassin-in-Assassin-s-Creed-Nexus-VR/ba-p/1104825,"Today’s the day: Assassin’s Creed® Nexus VR has arrived! Parkour,
combat, and stealth combine to deliver VR’s very first entry in the
Assassin’s Creed universe—complete with brand-new storylines. Chec..."
"Meta Horizon Worlds Kicks Off VR Concert Events with BLACKPINK, iHeartRadio, and Red Rocks Series",11-15-2023,/t5/Announcements/Meta-Horizon-Worlds-Kicks-Off-VR-Concert-Events-with-BLACKPINK/ba-p/1104550,"Festival season is fab, but what if you could have all the fun, feels,
and fits combined with a killer view—no road trips or airport security
lines required? Turns out, you 100% can, thanks to VR. Che..."
PTC v60 Release Thread,11-14-2023,/t5/Announcements/PTC-v60-Release-Thread/ba-p/1104019,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v59 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: Spooky Season comes to a close!,11-10-2023,/t5/Announcements/Meta-Monthly-Spooky-Season-comes-to-a-close/ba-p/1102843,"As we head further into the “ber” months, October officially comes to a
close. Since it’s the month after Quest 3’s awaited launch, there has
been a lot happening in terms of game releases and through..."
Game Night Gets Competitive: ‘Demeo Battles’ Combines Turn-Based Strategy & Combat,11-09-2023,/t5/Announcements/Game-Night-Gets-Competitive-Demeo-Battles-Combines-Turn-Based/ba-p/1102319,"Today, the Demeo Action Role-Playing System evolves with the highly
anticipated launch of Demeo Battles. A turn-based strategy game in which
two teams face off in combat, Demeo Battles offers fast-pac..."
"‘Onward’ Releases Update 1.13, Including a New Map + Night Vision Goggle Updates",11-07-2023,/t5/Announcements/Onward-Releases-Update-1-13-Including-a-New-Map-Night-Vision/ba-p/1099588,"Whether you’re a seasoned virtual soldier or a relative newcomer to
Onward, there’s never been a better time to jump in the game. Today
marks the release of Update 1.13, which brings with it improveme..."
Meta Quest+ November 2023 Titles: ‘NFL PRO ERA’ & ‘Angry Birds VR: Isle of Pigs’,11-01-2023,/t5/Announcements/Meta-Quest-November-2023-Titles-NFL-PRO-ERA-amp-Angry-Birds-VR/ba-p/1099458,"November is here, which means new Meta Quest+ games! Click here to learn
more."
Meta Quest 3 Selected as One of Oprah’s Favorite Things 2023,11-01-2023,/t5/Announcements/Meta-Quest-3-Selected-as-One-of-Oprah-s-Favorite-Things-2023/ba-p/1099348,"The holiday season is upon us, which means gift guides galore—including
the annual Oprah’s Favorite Things holiday gift list. Meta Quest 2 made
the cut for two years running, and it seems third year’s..."
Sinking the Hook into Horror Games,10-31-2023,/t5/Announcements/Sinking-the-Hook-into-Horror-Games/ba-p/1099139,"Back in 2020, Director of Content Ecosystem Chris Pruett wrote about how
VR is the best platform for horror games, in part because it demands
absolute attention, and in part because VR is good at gett..."
Stereoscopic Scares: Celebrate Halloween in VR & MR with Meta Quest,10-31-2023,/t5/Announcements/Stereoscopic-Scares-Celebrate-Halloween-in-VR-amp-MR-with-Meta/ba-p/1098070,"We just posted a list of over three dozen ways to celebrate spooky
season in-headset this year. What are your favorite holiday haunts? Let
us know, and we might include them in next year’s list!"
Meta Quest build v59 release notes,10-30-2023,/t5/Announcements/Meta-Quest-build-v59-release-notes/ba-p/1098899,"These features and enhancements will become available starting the week
of October 24, 2023 and will be pushed to Meta Quest 3, Meta Quest Pro
and Meta Quest 2 headsets. Please note that you can find ..."
‘Beat Saber’ Launches The Rolling Stones Music Pack,10-30-2023,/t5/Announcements/Beat-Saber-Launches-The-Rolling-Stones-Music-Pack/ba-p/1098830,"The Rolling Stones just released Hackney Diamonds, their first studio
album of original material since 2005, and to celebrate, the band is
partnering with Beat Saber to bring The Rolling Stones Music ..."
Who You Gonna Call? ‘Ghostbusters: Rise of the Ghost Lord’ Now Available on Meta Quest,10-27-2023,/t5/Announcements/Who-You-Gonna-Call-Ghostbusters-Rise-of-the-Ghost-Lord-Now/ba-p/1098021,"Whether you saw the original films in theaters, grew up on the animated
series, or just recently jumped on the franchise with 2021’s Afterlife,
odds are that Ghostbusters holds a special place in your..."
Pre-Order ‘Arizona Sunshine 2 Deluxe Edition’ to Save 10% and Unlock Exclusive Cosmetics,10-27-2023,/t5/Announcements/Pre-Order-Arizona-Sunshine-2-Deluxe-Edition-to-Save-10-and/ba-p/1098018,"For a limited time, you can pre-order Arizona Sunshine 2 Deluxe Edition
to save 10% off the purchase price and unlock exclusive cosmetics: the
Biker Bark Vest, Ducky Charm, and Worker Watch. Click her..."
Nothing But Net: The NBA Returns to Xtadium & Meta Horizon Worlds with Immersive Games for 2023-24,10-25-2023,/t5/Announcements/Nothing-But-Net-The-NBA-Returns-to-Xtadium-amp-Meta-Horizon/ba-p/1097145,"Get ready to go courtside from the comfort of home. The NBA is back with
52 immersive games on Meta Quest. Visit the blog for details."
Supernatural Introduces Subscription Bundles with Meta Quest 2 + 3,10-24-2023,/t5/Announcements/Supernatural-Introduces-Subscription-Bundles-with-Meta-Quest-2-3/ba-p/1096589,"It’s easier than ever for people to get started on your own fitness
journey: Starting today, any new purchase of Meta Quest 2 or 3 from
shop.getsupernatural.com in the US and Canada qualifies you for ..."
Meta Avatars Update: The Devil’s in the Details,10-24-2023,/t5/Announcements/Meta-Avatars-Update-The-Devil-s-in-the-Details/ba-p/1096585,"Whether you’re in your Barbiecore era, channeling your inner mermaid, or
taking a page out of goth icon Wednesday Addams’s playbook, Halloween is
the perfect time to express yourself, reinvent your im..."
Video Goes Volumetric: Step Inside Henry Stauf’s Mansion in ‘The 7th Guest VR’,10-19-2023,/t5/Announcements/Video-Goes-Volumetric-Step-Inside-Henry-Stauf-s-Mansion-in-The/ba-p/1094865,"It’s been 30 years since The 7th Guest originally launched, helping to
usher in a new era of CD-ROM gaming. So it seems only fitting that
Vertigo Games is releasing The 7th Guest VR in Meta Quest 3’s ..."
What to Watch: October 2023 Highlights,10-19-2023,/t5/Announcements/What-to-Watch-October-2023-Highlights/ba-p/1094814,"From football and UFC Fight Pass to Halloween horror, Meta Quest is your
ticket to world-class entertainment from the comfort of home. Check out
our monthly What to Watch blog post for all the latest."
"Go Head-to-Head Online Against Rival QBs in ‘NFL PRO ERA II,’ Out Today on Meta Quest",10-19-2023,/t5/Announcements/Go-Head-to-Head-Online-Against-Rival-QBs-in-NFL-PRO-ERA-II-Out/ba-p/1094802,"t’s week seven in this year’s National Football League season, and if
you’re lucky, your favorite team might already be off to a strong start.
But no matter how well your team is doing right now, you ..."
Haunted Horizon: Celebrate Spooky Season in Meta Horizon Worlds,10-12-2023,/t5/Announcements/Haunted-Horizon-Celebrate-Spooky-Season-in-Meta-Horizon-Worlds/ba-p/1091636,"Spooky season is upon us, and Meta Horizon Worlds has you covered with
two brand-new Halloween-themed worlds from NBCUniversal, movie
marathons, and more. Check out our blog post for all the details."
Best on Quest 3: Devs Making the Most of Our Most Powerful Headset Yet,10-12-2023,/t5/Announcements/Best-on-Quest-3-Devs-Making-the-Most-of-Our-Most-Powerful/ba-p/1091534,"What do Red Matter 2, Espire 2, and The Walking Dead: Saints &amp; Sinners
have in common? They’re all part of our Best on Quest 3 program! We
interviewed the devs behind these newly upgraded titles to ge..."
Meta Quest 3: All the Games + Apps to Explore on Day One,10-12-2023,/t5/Announcements/Meta-Quest-3-All-the-Games-Apps-to-Explore-on-Day-One/ba-p/1091528,"Looking for games and updates to enjoy on Meta Quest 3? Look no further!
We’ve got you covered with our overview of the Quest 3 launch slate."
Shake Your Maracas in SEGA’s ‘Samba de Amigo: Virtual Party’,10-12-2023,/t5/Announcements/Shake-Your-Maracas-in-SEGA-s-Samba-de-Amigo-Virtual-Party/ba-p/1091511,"SEGA’s Samba de Amigo franchise has been entertaining people with its
vibrant blend of rhythm, action, and frantic fun since it first hit
arcades in December 1999. And today, it enters a new area with..."
PTC v59 Release Thread,10-11-2023,/t5/Announcements/PTC-v59-Release-Thread/ba-p/1090798,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v57 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: September Recap,10-06-2023,/t5/Announcements/Meta-Monthly-September-Recap/ba-p/1088959,"The month of September was excitement all around for Meta’s Connect 2023
as well as a lot of other events sprinkled throughout the month. Read on
to see some of the highlights from not only the Connec..."
A Boundless Adventure: Co-Op RPG ‘Dungeons of Eternity’ is Out Today on Meta Quest 2 + Pro,10-05-2023,/t5/Announcements/A-Boundless-Adventure-Co-Op-RPG-Dungeons-of-Eternity-is-Out/ba-p/1088715,"Dungeons of Eternity is more than just a cool name for an action
RPG—it’s also a very succinct description of the game itself. It uses
procedural generation to assemble a new dungeon every time you pl..."
Encore: ‘Beat Saber’ Launches New Linkin Park x Mike Shinoda Music Pack,10-05-2023,/t5/Announcements/Encore-Beat-Saber-Launches-New-Linkin-Park-x-Mike-Shinoda-Music/ba-p/1088674,"Today, we’re thrilled to announce and launch Beat Saber’s Linkin Park x
Mike Shinoda Music Pack, featuring a new unreleased song from
singer/songwriter, producer, and Linkin Park co-founder Mike Shino..."
Developer Diary: Mortal Heroes & Warrior Followers in ‘Asgard’s Wrath 2’,10-05-2023,/t5/Announcements/Developer-Diary-Mortal-Heroes-amp-Warrior-Followers-in-Asgard-s/ba-p/1088670,"Go behind the scenes of Asgard’s Wrath 2 with Oculus Studios Senior
Producer Mari Kyle. In today’s Dev Diary, she gives us a deep dive on
the Mortal Heroes and Animal Warrior Followers that flesh out ..."
Quest 3 & Connect talks with our MVPs and the Meta team - Top 5 FAQs,10-04-2023,/t5/Announcements/Quest-3-amp-Connect-talks-with-our-MVPs-and-the-Meta-team-Top-5/ba-p/1088564,"Last week we held various events around Connect with our MVPs, one of
which was our weekly Walkabout Mini Golf game. This time, since it was
the Friday (or Saturday for some) of Connect week, we cente..."
Become a Master Assassin in ‘Assassin’s Creed® Nexus VR’,11-16-2023,/t5/Announcements/Become-a-Master-Assassin-in-Assassin-s-Creed-Nexus-VR/ba-p/1104825,"Today’s the day: Assassin’s Creed® Nexus VR has arrived! Parkour,
combat, and stealth combine to deliver VR’s very first entry in the
Assassin’s Creed universe—complete with brand-new storylines. Chec..."
"Meta Horizon Worlds Kicks Off VR Concert Events with BLACKPINK, iHeartRadio, and Red Rocks Series",11-15-2023,/t5/Announcements/Meta-Horizon-Worlds-Kicks-Off-VR-Concert-Events-with-BLACKPINK/ba-p/1104550,"Festival season is fab, but what if you could have all the fun, feels,
and fits combined with a killer view—no road trips or airport security
lines required? Turns out, you 100% can, thanks to VR. Che..."
PTC v60 Release Thread,11-14-2023,/t5/Announcements/PTC-v60-Release-Thread/ba-p/1104019,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v59 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: Spooky Season comes to a close!,11-10-2023,/t5/Announcements/Meta-Monthly-Spooky-Season-comes-to-a-close/ba-p/1102843,"As we head further into the “ber” months, October officially comes to a
close. Since it’s the month after Quest 3’s awaited launch, there has
been a lot happening in terms of game releases and through..."
Game Night Gets Competitive: ‘Demeo Battles’ Combines Turn-Based Strategy & Combat,11-09-2023,/t5/Announcements/Game-Night-Gets-Competitive-Demeo-Battles-Combines-Turn-Based/ba-p/1102319,"Today, the Demeo Action Role-Playing System evolves with the highly
anticipated launch of Demeo Battles. A turn-based strategy game in which
two teams face off in combat, Demeo Battles offers fast-pac..."
"‘Onward’ Releases Update 1.13, Including a New Map + Night Vision Goggle Updates",11-07-2023,/t5/Announcements/Onward-Releases-Update-1-13-Including-a-New-Map-Night-Vision/ba-p/1099588,"Whether you’re a seasoned virtual soldier or a relative newcomer to
Onward, there’s never been a better time to jump in the game. Today
marks the release of Update 1.13, which brings with it improveme..."
Meta Quest+ November 2023 Titles: ‘NFL PRO ERA’ & ‘Angry Birds VR: Isle of Pigs’,11-01-2023,/t5/Announcements/Meta-Quest-November-2023-Titles-NFL-PRO-ERA-amp-Angry-Birds-VR/ba-p/1099458,"November is here, which means new Meta Quest+ games! Click here to learn
more."
Meta Quest 3 Selected as One of Oprah’s Favorite Things 2023,11-01-2023,/t5/Announcements/Meta-Quest-3-Selected-as-One-of-Oprah-s-Favorite-Things-2023/ba-p/1099348,"The holiday season is upon us, which means gift guides galore—including
the annual Oprah’s Favorite Things holiday gift list. Meta Quest 2 made
the cut for two years running, and it seems third year’s..."
Sinking the Hook into Horror Games,10-31-2023,/t5/Announcements/Sinking-the-Hook-into-Horror-Games/ba-p/1099139,"Back in 2020, Director of Content Ecosystem Chris Pruett wrote about how
VR is the best platform for horror games, in part because it demands
absolute attention, and in part because VR is good at gett..."
Stereoscopic Scares: Celebrate Halloween in VR & MR with Meta Quest,10-31-2023,/t5/Announcements/Stereoscopic-Scares-Celebrate-Halloween-in-VR-amp-MR-with-Meta/ba-p/1098070,"We just posted a list of over three dozen ways to celebrate spooky
season in-headset this year. What are your favorite holiday haunts? Let
us know, and we might include them in next year’s list!"
Meta Quest build v59 release notes,10-30-2023,/t5/Announcements/Meta-Quest-build-v59-release-notes/ba-p/1098899,"These features and enhancements will become available starting the week
of October 24, 2023 and will be pushed to Meta Quest 3, Meta Quest Pro
and Meta Quest 2 headsets. Please note that you can find ..."
‘Beat Saber’ Launches The Rolling Stones Music Pack,10-30-2023,/t5/Announcements/Beat-Saber-Launches-The-Rolling-Stones-Music-Pack/ba-p/1098830,"The Rolling Stones just released Hackney Diamonds, their first studio
album of original material since 2005, and to celebrate, the band is
partnering with Beat Saber to bring The Rolling Stones Music ..."
Who You Gonna Call? ‘Ghostbusters: Rise of the Ghost Lord’ Now Available on Meta Quest,10-27-2023,/t5/Announcements/Who-You-Gonna-Call-Ghostbusters-Rise-of-the-Ghost-Lord-Now/ba-p/1098021,"Whether you saw the original films in theaters, grew up on the animated
series, or just recently jumped on the franchise with 2021’s Afterlife,
odds are that Ghostbusters holds a special place in your..."
Pre-Order ‘Arizona Sunshine 2 Deluxe Edition’ to Save 10% and Unlock Exclusive Cosmetics,10-27-2023,/t5/Announcements/Pre-Order-Arizona-Sunshine-2-Deluxe-Edition-to-Save-10-and/ba-p/1098018,"For a limited time, you can pre-order Arizona Sunshine 2 Deluxe Edition
to save 10% off the purchase price and unlock exclusive cosmetics: the
Biker Bark Vest, Ducky Charm, and Worker Watch. Click her..."
Nothing But Net: The NBA Returns to Xtadium & Meta Horizon Worlds with Immersive Games for 2023-24,10-25-2023,/t5/Announcements/Nothing-But-Net-The-NBA-Returns-to-Xtadium-amp-Meta-Horizon/ba-p/1097145,"Get ready to go courtside from the comfort of home. The NBA is back with
52 immersive games on Meta Quest. Visit the blog for details."
Supernatural Introduces Subscription Bundles with Meta Quest 2 + 3,10-24-2023,/t5/Announcements/Supernatural-Introduces-Subscription-Bundles-with-Meta-Quest-2-3/ba-p/1096589,"It’s easier than ever for people to get started on your own fitness
journey: Starting today, any new purchase of Meta Quest 2 or 3 from
shop.getsupernatural.com in the US and Canada qualifies you for ..."
Meta Avatars Update: The Devil’s in the Details,10-24-2023,/t5/Announcements/Meta-Avatars-Update-The-Devil-s-in-the-Details/ba-p/1096585,"Whether you’re in your Barbiecore era, channeling your inner mermaid, or
taking a page out of goth icon Wednesday Addams’s playbook, Halloween is
the perfect time to express yourself, reinvent your im..."
Video Goes Volumetric: Step Inside Henry Stauf’s Mansion in ‘The 7th Guest VR’,10-19-2023,/t5/Announcements/Video-Goes-Volumetric-Step-Inside-Henry-Stauf-s-Mansion-in-The/ba-p/1094865,"It’s been 30 years since The 7th Guest originally launched, helping to
usher in a new era of CD-ROM gaming. So it seems only fitting that
Vertigo Games is releasing The 7th Guest VR in Meta Quest 3’s ..."
What to Watch: October 2023 Highlights,10-19-2023,/t5/Announcements/What-to-Watch-October-2023-Highlights/ba-p/1094814,"From football and UFC Fight Pass to Halloween horror, Meta Quest is your
ticket to world-class entertainment from the comfort of home. Check out
our monthly What to Watch blog post for all the latest."
"Go Head-to-Head Online Against Rival QBs in ‘NFL PRO ERA II,’ Out Today on Meta Quest",10-19-2023,/t5/Announcements/Go-Head-to-Head-Online-Against-Rival-QBs-in-NFL-PRO-ERA-II-Out/ba-p/1094802,"t’s week seven in this year’s National Football League season, and if
you’re lucky, your favorite team might already be off to a strong start.
But no matter how well your team is doing right now, you ..."
Haunted Horizon: Celebrate Spooky Season in Meta Horizon Worlds,10-12-2023,/t5/Announcements/Haunted-Horizon-Celebrate-Spooky-Season-in-Meta-Horizon-Worlds/ba-p/1091636,"Spooky season is upon us, and Meta Horizon Worlds has you covered with
two brand-new Halloween-themed worlds from NBCUniversal, movie
marathons, and more. Check out our blog post for all the details."
Best on Quest 3: Devs Making the Most of Our Most Powerful Headset Yet,10-12-2023,/t5/Announcements/Best-on-Quest-3-Devs-Making-the-Most-of-Our-Most-Powerful/ba-p/1091534,"What do Red Matter 2, Espire 2, and The Walking Dead: Saints &amp; Sinners
have in common? They’re all part of our Best on Quest 3 program! We
interviewed the devs behind these newly upgraded titles to ge..."
Meta Quest 3: All the Games + Apps to Explore on Day One,10-12-2023,/t5/Announcements/Meta-Quest-3-All-the-Games-Apps-to-Explore-on-Day-One/ba-p/1091528,"Looking for games and updates to enjoy on Meta Quest 3? Look no further!
We’ve got you covered with our overview of the Quest 3 launch slate."
Shake Your Maracas in SEGA’s ‘Samba de Amigo: Virtual Party’,10-12-2023,/t5/Announcements/Shake-Your-Maracas-in-SEGA-s-Samba-de-Amigo-Virtual-Party/ba-p/1091511,"SEGA’s Samba de Amigo franchise has been entertaining people with its
vibrant blend of rhythm, action, and frantic fun since it first hit
arcades in December 1999. And today, it enters a new area with..."
PTC v59 Release Thread,10-11-2023,/t5/Announcements/PTC-v59-Release-Thread/ba-p/1090798,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v57 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: September Recap,10-06-2023,/t5/Announcements/Meta-Monthly-September-Recap/ba-p/1088959,"The month of September was excitement all around for Meta’s Connect 2023
as well as a lot of other events sprinkled throughout the month. Read on
to see some of the highlights from not only the Connec..."
A Boundless Adventure: Co-Op RPG ‘Dungeons of Eternity’ is Out Today on Meta Quest 2 + Pro,10-05-2023,/t5/Announcements/A-Boundless-Adventure-Co-Op-RPG-Dungeons-of-Eternity-is-Out/ba-p/1088715,"Dungeons of Eternity is more than just a cool name for an action
RPG—it’s also a very succinct description of the game itself. It uses
procedural generation to assemble a new dungeon every time you pl..."
Encore: ‘Beat Saber’ Launches New Linkin Park x Mike Shinoda Music Pack,10-05-2023,/t5/Announcements/Encore-Beat-Saber-Launches-New-Linkin-Park-x-Mike-Shinoda-Music/ba-p/1088674,"Today, we’re thrilled to announce and launch Beat Saber’s Linkin Park x
Mike Shinoda Music Pack, featuring a new unreleased song from
singer/songwriter, producer, and Linkin Park co-founder Mike Shino..."
Developer Diary: Mortal Heroes & Warrior Followers in ‘Asgard’s Wrath 2’,10-05-2023,/t5/Announcements/Developer-Diary-Mortal-Heroes-amp-Warrior-Followers-in-Asgard-s/ba-p/1088670,"Go behind the scenes of Asgard’s Wrath 2 with Oculus Studios Senior
Producer Mari Kyle. In today’s Dev Diary, she gives us a deep dive on
the Mortal Heroes and Animal Warrior Followers that flesh out ..."
Quest 3 & Connect talks with our MVPs and the Meta team - Top 5 FAQs,10-04-2023,/t5/Announcements/Quest-3-amp-Connect-talks-with-our-MVPs-and-the-Meta-team-Top-5/ba-p/1088564,"Last week we held various events around Connect with our MVPs, one of
which was our weekly Walkabout Mini Golf game. This time, since it was
the Friday (or Saturday for some) of Connect week, we cente..."
Become a Master Assassin in ‘Assassin’s Creed® Nexus VR’,11-16-2023,/t5/Announcements/Become-a-Master-Assassin-in-Assassin-s-Creed-Nexus-VR/ba-p/1104825,"Today’s the day: Assassin’s Creed® Nexus VR has arrived! Parkour,
combat, and stealth combine to deliver VR’s very first entry in the
Assassin’s Creed universe—complete with brand-new storylines. Chec..."
"Meta Horizon Worlds Kicks Off VR Concert Events with BLACKPINK, iHeartRadio, and Red Rocks Series",11-15-2023,/t5/Announcements/Meta-Horizon-Worlds-Kicks-Off-VR-Concert-Events-with-BLACKPINK/ba-p/1104550,"Festival season is fab, but what if you could have all the fun, feels,
and fits combined with a killer view—no road trips or airport security
lines required? Turns out, you 100% can, thanks to VR. Che..."
PTC v60 Release Thread,11-14-2023,/t5/Announcements/PTC-v60-Release-Thread/ba-p/1104019,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v59 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: Spooky Season comes to a close!,11-10-2023,/t5/Announcements/Meta-Monthly-Spooky-Season-comes-to-a-close/ba-p/1102843,"As we head further into the “ber” months, October officially comes to a
close. Since it’s the month after Quest 3’s awaited launch, there has
been a lot happening in terms of game releases and through..."
Game Night Gets Competitive: ‘Demeo Battles’ Combines Turn-Based Strategy & Combat,11-09-2023,/t5/Announcements/Game-Night-Gets-Competitive-Demeo-Battles-Combines-Turn-Based/ba-p/1102319,"Today, the Demeo Action Role-Playing System evolves with the highly
anticipated launch of Demeo Battles. A turn-based strategy game in which
two teams face off in combat, Demeo Battles offers fast-pac..."
"‘Onward’ Releases Update 1.13, Including a New Map + Night Vision Goggle Updates",11-07-2023,/t5/Announcements/Onward-Releases-Update-1-13-Including-a-New-Map-Night-Vision/ba-p/1099588,"Whether you’re a seasoned virtual soldier or a relative newcomer to
Onward, there’s never been a better time to jump in the game. Today
marks the release of Update 1.13, which brings with it improveme..."
Meta Quest+ November 2023 Titles: ‘NFL PRO ERA’ & ‘Angry Birds VR: Isle of Pigs’,11-01-2023,/t5/Announcements/Meta-Quest-November-2023-Titles-NFL-PRO-ERA-amp-Angry-Birds-VR/ba-p/1099458,"November is here, which means new Meta Quest+ games! Click here to learn
more."
Meta Quest 3 Selected as One of Oprah’s Favorite Things 2023,11-01-2023,/t5/Announcements/Meta-Quest-3-Selected-as-One-of-Oprah-s-Favorite-Things-2023/ba-p/1099348,"The holiday season is upon us, which means gift guides galore—including
the annual Oprah’s Favorite Things holiday gift list. Meta Quest 2 made
the cut for two years running, and it seems third year’s..."
Sinking the Hook into Horror Games,10-31-2023,/t5/Announcements/Sinking-the-Hook-into-Horror-Games/ba-p/1099139,"Back in 2020, Director of Content Ecosystem Chris Pruett wrote about how
VR is the best platform for horror games, in part because it demands
absolute attention, and in part because VR is good at gett..."
Stereoscopic Scares: Celebrate Halloween in VR & MR with Meta Quest,10-31-2023,/t5/Announcements/Stereoscopic-Scares-Celebrate-Halloween-in-VR-amp-MR-with-Meta/ba-p/1098070,"We just posted a list of over three dozen ways to celebrate spooky
season in-headset this year. What are your favorite holiday haunts? Let
us know, and we might include them in next year’s list!"
Meta Quest build v59 release notes,10-30-2023,/t5/Announcements/Meta-Quest-build-v59-release-notes/ba-p/1098899,"These features and enhancements will become available starting the week
of October 24, 2023 and will be pushed to Meta Quest 3, Meta Quest Pro
and Meta Quest 2 headsets. Please note that you can find ..."
‘Beat Saber’ Launches The Rolling Stones Music Pack,10-30-2023,/t5/Announcements/Beat-Saber-Launches-The-Rolling-Stones-Music-Pack/ba-p/1098830,"The Rolling Stones just released Hackney Diamonds, their first studio
album of original material since 2005, and to celebrate, the band is
partnering with Beat Saber to bring The Rolling Stones Music ..."
Who You Gonna Call? ‘Ghostbusters: Rise of the Ghost Lord’ Now Available on Meta Quest,10-27-2023,/t5/Announcements/Who-You-Gonna-Call-Ghostbusters-Rise-of-the-Ghost-Lord-Now/ba-p/1098021,"Whether you saw the original films in theaters, grew up on the animated
series, or just recently jumped on the franchise with 2021’s Afterlife,
odds are that Ghostbusters holds a special place in your..."
Pre-Order ‘Arizona Sunshine 2 Deluxe Edition’ to Save 10% and Unlock Exclusive Cosmetics,10-27-2023,/t5/Announcements/Pre-Order-Arizona-Sunshine-2-Deluxe-Edition-to-Save-10-and/ba-p/1098018,"For a limited time, you can pre-order Arizona Sunshine 2 Deluxe Edition
to save 10% off the purchase price and unlock exclusive cosmetics: the
Biker Bark Vest, Ducky Charm, and Worker Watch. Click her..."
Nothing But Net: The NBA Returns to Xtadium & Meta Horizon Worlds with Immersive Games for 2023-24,10-25-2023,/t5/Announcements/Nothing-But-Net-The-NBA-Returns-to-Xtadium-amp-Meta-Horizon/ba-p/1097145,"Get ready to go courtside from the comfort of home. The NBA is back with
52 immersive games on Meta Quest. Visit the blog for details."
Supernatural Introduces Subscription Bundles with Meta Quest 2 + 3,10-24-2023,/t5/Announcements/Supernatural-Introduces-Subscription-Bundles-with-Meta-Quest-2-3/ba-p/1096589,"It’s easier than ever for people to get started on your own fitness
journey: Starting today, any new purchase of Meta Quest 2 or 3 from
shop.getsupernatural.com in the US and Canada qualifies you for ..."
Meta Avatars Update: The Devil’s in the Details,10-24-2023,/t5/Announcements/Meta-Avatars-Update-The-Devil-s-in-the-Details/ba-p/1096585,"Whether you’re in your Barbiecore era, channeling your inner mermaid, or
taking a page out of goth icon Wednesday Addams’s playbook, Halloween is
the perfect time to express yourself, reinvent your im..."
Video Goes Volumetric: Step Inside Henry Stauf’s Mansion in ‘The 7th Guest VR’,10-19-2023,/t5/Announcements/Video-Goes-Volumetric-Step-Inside-Henry-Stauf-s-Mansion-in-The/ba-p/1094865,"It’s been 30 years since The 7th Guest originally launched, helping to
usher in a new era of CD-ROM gaming. So it seems only fitting that
Vertigo Games is releasing The 7th Guest VR in Meta Quest 3’s ..."
What to Watch: October 2023 Highlights,10-19-2023,/t5/Announcements/What-to-Watch-October-2023-Highlights/ba-p/1094814,"From football and UFC Fight Pass to Halloween horror, Meta Quest is your
ticket to world-class entertainment from the comfort of home. Check out
our monthly What to Watch blog post for all the latest."
"Go Head-to-Head Online Against Rival QBs in ‘NFL PRO ERA II,’ Out Today on Meta Quest",10-19-2023,/t5/Announcements/Go-Head-to-Head-Online-Against-Rival-QBs-in-NFL-PRO-ERA-II-Out/ba-p/1094802,"t’s week seven in this year’s National Football League season, and if
you’re lucky, your favorite team might already be off to a strong start.
But no matter how well your team is doing right now, you ..."
Haunted Horizon: Celebrate Spooky Season in Meta Horizon Worlds,10-12-2023,/t5/Announcements/Haunted-Horizon-Celebrate-Spooky-Season-in-Meta-Horizon-Worlds/ba-p/1091636,"Spooky season is upon us, and Meta Horizon Worlds has you covered with
two brand-new Halloween-themed worlds from NBCUniversal, movie
marathons, and more. Check out our blog post for all the details."
