Game Title,Game Link,Review Text,Review Rating
Stunt Double Joe McFlash,https://sidequestvr.com/app/37493/stunt-double-joe-mcflash,"Today we're taking a look at Stunt Double Joe Mcflash! Now, I'm sure that it's the first time that a lot of you hear about this game, but I was lucky enough to try the alpha a few months ago, and I honestly couldn't wait to get my hands on the full release! So today I'm here to explain everything about the game, especially why it's so fun. So let's get this started! Stunt Double Joe Mcflash is coming out on September 2nd, 2024 in early access on the Meta store. It will be available for 15.99 Euros, and is compatible with the Meta Quest 2 and 3. The developer of the game is MoonShine Games. This is a single indie developer who made a handful of games, with Connor being his most popular one so far. I've made a review of this game in the past, so check it out if you're interested. Let's take a look at the game now. So the game is very easy to explain. You are a Stunt driver, and your job is to reach these checkpoints before the time runs out. But there's a lot of variety to it, which I'll explain later. You start the game by being in the audience of a late late show. This show is actually interviewing Joe Mcflash, who is the Stunt Double of many movies. During the interview, he basically talks about his experience in every movies that he worked on, and you're basically reliving his experience with him. Throughout the game, you'll be experiencing 5 movies, and every movie has a handful of scenes that you need to go through. The progression is great, because you're not allowed to skip any movie or scene. They unlock as you finish the next scene. You'll be going in movies such as: The Lucky Man: This is a section where you'll be driving in a very busy city with narrow streets, parking buildings, and other bigger sections. In The Country Brothers, you'll be driving through farms, dirt road, and even have a police car and chase some vigilante. This movie is definitely an homage to The Dukes of Hazzard. In Tropical Blunder, you drive through tropical forests with some ancient buildings, but as you progress through this one, you end up in a volcanic section where you have to escape. Arctic Blast is pretty self explanatory. You drive in the snow, icy areas and storms where the visibility is reduced, but you have these red smoke signals to help you out. And then the last movie is This is the End. Which is most likely a tribute to Mad Max where you drive in deserted plains in a buggy while your obstacles are usually scrap cars and damaged buildings. What's cool is that each time that you finish a movie. You are then transported to a theater to see a trailer of the movie you've worked on. Kind of a rewarding little scene. In case you don't know how to get out of the theater, like I did, you just need to click the little poster on the upper right side. So the variety is not just the environment. Your main goal is to reach the checkpoints in a certain amount of time. You'll often get slow motion scenes when you jump, and put you on the camera that's filming that scene. It's pretty satisfying as it happens, and it never really feels old, some camera angles can be pretty epic. You also get different types of objectives which keeps it fresh. Some of the scene is a car chase, there's one scene where you're literally dodging icicles popping out of nowhere. And there's even a scene where you're kind of in a traffic jam, and have to make sure that you don't hit any cars. There's tons of other little things like this, which doesn't make it boring. I also love how the game becomes more and more challenging as you go. The first movie can be a little bit of a cake walk, but I'd say that the challenge starts ramping up starting the middle of the 3rd movie. Now I must admit that I'm not the best at car driving in video games, so it might be easier for others, depending on your skills. But I personally failed a lot of times, and it took me about 4 hours to finish the game. It never felt frustrating though, except for one part that I'll talk about later, but when I usually failed, I knew that it was my fault and needed to do something better. The game is not just about putting the pedal to the metal at full speed. You really have to think how you drive the car. You might need to slow down to do a narrow turn, or to avoid an obstacle. There's also icy terrain that you have to be very careful with. The cars in the game are very responsive and handles very well. When you use your brakes while turning, you'll do a very nice drift. So I can see so people doing some very nice time attack if they're good at drifting. The one level that really frustrated me was the last scene of Arctic Blast. There's a section where you really don't have a lot of time to get to, and then you have to cross a super narrow bridge. But you can't take your time or else you wont have time to make it to the next check point. I'm not gonna lie, I've cursed a lot in this level and it didn't feel fun at all after being stuck on it for a long time. Although, the good news is that I've contacted the developer, and he will be adding some additional seconds to these checkpoints. So it shouldn't be too bad on release. Speaking of which, I did have some nice conversations with the developer. He also mentioned that he's making some improvements on the game, like lighting effects for example. As soon as I finished the game, I asked him when are we getting a sequel? Haha. I'm serious, it's really fun. The reason for that is because it's so unique. I've never seen a game like that in VR, and different ideas like this is what I'm looking for. The dev also mentioned that more movies will come in the future for this game. So keep a lookout. So, you know, the game is not perfect. It's only made by one developer after all. So I do have to mention a few nitpicks that some people may not like, and here they are. A lot of AI stuff was used. Like the movie posters, the voice acting and the music. I'm personally ok with this due to the budget that the dev has to deal with. There's also a weird thing where your hands seems to decalibrate from the wheel sometimes. So I just have to ungrab and grab the wheel again to recalibrate. There's some voice acting at the start of the scene, but sometimes it gets cut off and the game starts before he's done. There are some frustrating jumps sometimes that really don't feel fair and inconsistent. The game doesn't let you restart the scene. You have to wait for the checkpoint to time out before you can. These are the biggest things that I've noticed, but there's also other little things. I'm happy to say thought that I have not encountered any breaking bugs in my playthrough. The core of the game was pretty smooth. Alright guys as you might've noticed, I really enjoyed my time with this one, of course it lacks the quality of a bigger budget title, but it's very fun, unique, with a lot of variety. If what you see today seems like a fun time, I don't think that you'll be disappointed.",5
MxFly,https://sidequestvr.com/app/36939/mxfly,"For a demo, pretty cool. The controls are slow to react and having only one plane working with 3 in view in the options tab is a bit disappointing. Hoping they add helicopters. All in all fun to play for about 10 min. at its current development stage. But tons of potential for future updates. Looking forward to seeing what they do with it.",4
MxFly,https://sidequestvr.com/app/36939/mxfly,"It could be a lot of fun, but after 15 minutes I still couldn't figure out the controls.",3
Mini Market Simulator VR,https://sidequestvr.com/app/36900/mini-market-simulator-vr,really easy game to learn to play. i have to play sitting down or i get a bit of motion sickness. lots of fun though.,5
DIG VR,https://sidequestvr.com/app/37173/dig-vr,"I'm really enjoying this game! If you're a fan of games like House Flipper, Car Mechanic Simulator, or Thief Simulator, you'll definitely enjoy it. The cozy atmosphere, crazy scenarios, and fun mini games like bowling with a digger are a lot of fun. You get lots of customization options and of course upgrading your digger is the greatest of rewards. I'm impressed by how authentic the game mechanics feel - I've never driven a digger in real life, but after playing this, I feel like I could give it a shot! The scenarios are hilarious, and I've had a blast playing this game. It's definitely a great find!",5
DIG VR,https://sidequestvr.com/app/37173/dig-vr,Dig VR is a great way to show off what it is like to be the guys and gals who work construction in a daily life. This game is very much a simulator that allows you to take the controls of a Digger in a variety of forms. There are several control schemes here that are adjustable for comfort but the full blow experience lets you get hands on with each and every level in the cabin. I was super impressed with how well it ran and how it truly shows you what its like to drive these things. It really puts in perspective what it takes when your house is getting built or any other major projects in the real world. If your into simulator games this plays very much like Lawn Mower simulator just with a Digger.,5
DIG VR,https://sidequestvr.com/app/37173/dig-vr,Why is this here if I can't play it,1
Hello Cruel World,https://sidequestvr.com/app/37170/hello-cruel-world,"This game puts you in the shoes of an urban explorer youtuber which feels really cool. You even have a chat that you can look at of your viewers that is randomly generated which adds to the suspense and laughter. This game is an extreme puzzler that really makes you use all your sense to solve multiple varieties of puzzles. I really like the story behind it all which I really dont want to spoil, but makes you want to keep exploring to find out what happens next. I think this is a great use of gameplay, along side a spooky story.",4
Hello Cruel World,https://sidequestvr.com/app/37170/hello-cruel-world,Total gutes Spiel . Allerdings kein Horror sondern ein RätzelSpiel. Wenn man es länger spielt kommt man auf alles drauf.. Hier mein Test,4
Wizard's Legacy,https://sidequestvr.com/app/36855/wizards-legacy,"if you enjoy games where you can cast spells then this is one to check out. Its in early access so i did find a few bugs and the AI isnt very clever so you have to run around while casting in the air which doesnt work all the time. Each shape or movement of your hands casts a different spell depending on what you select before the battle (ice, fire etc) then you can create a shape build up the power and attack with the spell. I did find that sometimes the shapes didnt work or as you were running alot they never hit correctly. sometimes i would just rather have a sword then cast spells all the time. Graphics were ok and some looked like i saw them in other game so not original. Im not really into roguelike games as i did get bored easily but i can see if you do like those games then you should check it out as it has potential.",3
Wizard's Legacy,https://sidequestvr.com/app/36855/wizards-legacy,"If you are into spellcasting and procedurally generated dungeons this one is for you. This game is in early access and does still need some polishing done to it, but has some great potential. The graphics are pretty decent but where this game really shines is its use of magic. The game makes you feel like you are truly a wizard that is casting. Although I must say it does need some improvement to it as when you are running or moving the points of contact for where the hand gesture read is a bit lacking and difficult to hit. The AI are kind of dumb as they really just run at you constantly which forces you to run and cast. There are several vendors while you are going deeper into the dungeons that will aid you along your way, with a final boss at the end of each dungeon. I do like the game but it defiantly needs a bit of polish for it to run and feel correct.",4
