URL,Content
/t5/Announcements/The-Magic-Under-the-Hood-How-AI-Is-Powering-Meta-s-Technologies/ba-p/1142002,"There’s a well-worn saying that magicians never reveal their secrets. But today, we’re taking you behind the scenes for a look at some of the magic under the hood of Meta’s hardware. Visit the blog to read more: https://www.meta.com/blog/quest/ai-powered-technologies-quest-3-pro-ray-ban-meta-smart-glasses"
/t5/Announcements/Come-Out-Swinging-Mech-Brawler-UNDERDOGS-Now-Available-on-Meta/ba-p/1142000,"We’ve seen cockpit-based mech brawlers in VR in the past, but with its cel-shaded art style, gritty atmosphere, and arm-based locomotion, UNDERDOGS stands poised to set itself apart from what’s come before. Check out the blog to learn more: https://www.meta.com/blog/quest/underdogs-launch-one-hamsa-racket-nx-mech-brawler-roguelike"
/t5/Announcements/Carbon-Studio-s-Hunt-Together-Brings-PvP-Horror-Home-to-Meta/ba-p/1141995,"Since its startup days in 2015, Carbon Studio has been winning over VR gamers with a lineup of titles spanning The Wizards and The Wizards - Dark Times: Brotherhood to Crimen - Mercenary Tales, Warhammer Age of Sigmar: Tempestfall, Mindset, and more. Today, they’re back with the launch of Hunt Together, a PvP horror game built from the ground up for VR. Learn more on the blog: https://www.meta.com/blog/quest/hunt-together-carbon-studio-pvp-horror"
/t5/Announcements/Transform-Your-Reality-Unique-MR-Platformer-Demeter-Now/ba-p/1141809,"Unlike Novelab’s prior projects, Demeter is a full-fledged game—a narrative platformer, specifically—built from the ground up for mixed reality. In fact, at a couple of playtime hours (three or four for completionists), it’s arguably the most ambitious MR production to date. Learn more on the blog: https://www.meta.com/blog/quest/demeter-launch-novelab-mixed-reality-platformer"
/t5/Announcements/A-Look-at-Microsoft-365-PWAs-on-Meta-Quest/ba-p/1141228,"You know what we love? Spreadsheets! And with Microsoft 365 progressive web apps (PWAs) for the Meta Quest Platform, we can get our fix in VR and MR. Learn more on the blog: https://www.meta.com/blog/quest/microsoft-365-excel-powerpoint-word-vr-productivity-pwas"
/t5/Announcements/Ready-for-Action-VR-Extraction-Shooter-Ghosts-of-Tabor-Graduates/ba-p/1141100,"Following nearly a year of basic training on App Lab, Beyond Frames Entertainment and Combat Waffle Studios have set their sights on the Meta Quest Store for their critically acclaimed VR extraction shooter Ghosts of Tabor. Visit the blog to learn more: https://www.meta.com/blog/quest/ghosts-of-tabor-quest-store-release-date-february-8"
/t5/Announcements/The-Official-Asgard-s-Wrath-2-Player-s-Guide/ba-p/1140558,Loki’s chaos must be stopped. The fate of reality is in your hands in Asgard’s Wrath 2—only on Meta Quest. Check out the official player’s guide on the blog: https://www.meta.com/blog/quest/asgards-wrath-2-players-guide-game-overview
/t5/Announcements/Start-Something-New-Sale-Save-Up-to-45-Off-Dozens-of-VR-Games/ba-p/1139822,"Cheers to new beginnings! The new year is in full swing, and it’s the perfect time to jump into some new immersive adventures. Save up to 45% off on dozens of titles during the Start Something New Sale, now through 11:59 pm PT on January 28. Learn more on the blog: https://www.meta.com/blog/quest/start-something-new-sale-vr-games-discount"
/t5/Announcements/Shooty-Shooty-Bang-Bang-Bulletstorm-Now-Available-on-Meta-Quest/ba-p/1137371,"It’s been 12 years since Bulletstorm first launched its unique brand of hilarious ultraviolence. And today, Incuvo transports players back into the shoes of hot-headed space mercenary Grayson Hunt—literally—with the launch of the new VR version of the game on Meta Quest 2, 3, and Pro. Learn more on the blog: https://www.meta.com/blog/quest/bulletstorm-vr-available-now"
/t5/Announcements/Walkabout-Mini-Golf-Launches-New-Around-the-World-in-80-Days/ba-p/1137369,"Grab your virtual putter and prepare for an extraordinary journey departing from Port Eiffel—a Gilded Age airport for lighter-than-air ships docked high above Paris as it hosts the 1889 World’s Fair. For the final installment in Mighty Coconut’s Jules Verne trilogy, Walkabout Mini Golf’s latest whimsical course will have you putting through stanchions, ramps, pneumatic tubes, hot air balloons, and all of the decadent luxuries one would expect as you prepare to board for a turn-of-the-century trip Around the World in 80 Days. Learn more on the blog: https://www.meta.com/blog/quest/walkabout-mini-golf-around-the-world-80-days-jules-verne-trilogy"
/t5/Announcements/PTC-v62-Release-Thread/ba-p/1136359,"Thanks everyone for all your feedback on our previous builds, several bugs were identified in PTC v60 and the solutions for some have shipped, while others are on the way! The Public Test Channel (PTC) for Quest v62 is starting to roll out soon for Meta Quest 2, Meta Quest Pro, and Meta Quest 3. If you're seeing an issue or bug after updating to PTC v62 jump on over to our Get Help board and search for any existing thread, if you don't find one, make a new thread. Please add the tag ""PTC v62"" to the thread and in the title. This way everyone can look for just PTC v62 issues too. It's best if you can post each bug you spot in its own thread, to keep track of individual issues separately. Share your impressions and let us know if you see any issues. Please make sure to also send in bug reports along with posting on the forums if you notice anything going wrong. We know it's tough when you run into a problem on a PTC build and want to thank you all again for testing out PTC and sharing your feedback! This feedback is extremely helpful to our engineering teams. We appreciate your interest and persistence in testing out the core functionality of software as we develop!"
/t5/Announcements/Meta-Monthly-2023-Community-Wrap-Up-Plus-December-Events-Recap/ba-p/1133555,"We are now kickin’ off the New Year! Hope everyone is having a nice fresh new start in 2024. If you’re like me, you spent most of the holiday season on your Quest 3. I cozied up in my cabin on Real Fishing VR admiring the decor they decked our spaces out with. Anyone else catch *pun intended* some fun holiday VR gaming this season? Comment with your pics! Meanwhile December was a busy one. A lot going on as more Quest folks joined us over the holiday season. (Can we get a woohoo!) If you’ve missed the happenings, don’t fret! We’ll break down some of the big news going on this winter season as well as some of the highlights from the past year! Some big news: Xbox and Quest have teamed up for epicness! Did you know you don't need a console to play Xbox games if you have the Quest? As of launch last month, Xbox Cloud Gaming is in beta as an app on the headset! Using your Xbox game pass subscription, you can stream hundreds of high quality games to your own private VR theater using a bluetooth controller to play. Feel like you’re flying through outer space with Master Chief in campaign mode on Halo Infinite or get immersed in that fatal blow over your opponent in Mortal Kombat. The possibilities are endless and are bound to get better. For more information check out the Meta Quest blog article with all the info. It’s sure to give you all the details you need to get you going. December games on the Meta Quest+! Meta Quest+ | Nock: Bow and Arrow Soccer and Richie’s Plank Experience If you haven’t heard yet, Meta Quest+ is your chance to get top titles without shelving out full price. It is Meta Quest’s gaming subscription service that lets you try out your next possible game download. For more information, go to this page here with all the details. For this month, we have another two games showcased, Nock: Bow and Arrow Soccer and Richie’s Plank Experience. Try your hand in multiplayer ranked matches, play a casual soccer game with friends or test your fear of heights in Richie’s Plank Experience. Either way you’re sure to try out some of Meta’s latest. Note, you can cancel your subscription at any time. A Quick 2023 Year in Review 2023 was an amazing year here on the forums and at Meta. We have our awesome community (you silly!) to thank for that. Here’s a rundown on some of the major events that made 2023 a great one. Highlights as a company: Released the anticipated Quest 3 Connect 2023 happened in September Meta Quest+ Game Subscription launched In the forums: Kicked off our MVP Program Overall the community contributed to: Over 78,000 posts 35,000+ kudos given 2.6k Solutions made We really made great progress in making the forums a good place to be and we can’t wait for what 2024 has in store. Is there anything you’d like to see us build out on the forums? Let us know! Lastly, how about keeping up with the Announcements board by hitting that Subscribe button? You can find this under “Options” and not miss a beat when it comes to the latest official Meta Quest news, updates and more. Okay y’all, that’s it for this month. We’ll see you in the next. Or maybe in Music Valley? 🙂 If you do, don’t be afraid to say hello. See you around!"
/t5/Announcements/CES-2024-How-Immersive-Tech-Is-Redefining-the-Limits-of-Human/ba-p/1133400,"CES 2024 is well underway in Las Vegas, and we had the chance to attend an event hosted by Forbes and sponsored by Meta that explored the intersection of immersive technologies like augmented and virtual reality and the future of human connection. Learn more on the blog: https://www.meta.com/blog/quest/ces-2024-immersive-tech-human-connection-reality-labs-dan-reed"
/t5/Announcements/Welcome-to-the-Jungle-VR-Mech-Brawler-UNDERDOGS-Launches-January/ba-p/1133396,"Revealed during the 2023 Meta Quest Gaming Showcase, physics-based VR mech brawler UNDERDOGS was an instant fan favorite, winning over the community with its cel-shaded art style and gritty cyberpunk setting. And the wait is almost over with UNDERDOGS launching January 25 on Meta Quest 2, 3, and Pro. Learn more on the blog: https://www.meta.com/blog/quest/underdogs-release-date-one-hamsa-vr"
/t5/Announcements/POPULATION-ONE-Launches-Event-Series-1-Earn-Unique-Rewards-for/ba-p/1133391,"The new year is in full swing, and POPULATION: ONE is back with its first free content update of 2024: Event Series 1! Learn more on the blog: https://www.meta.com/blog/quest/population-one-event-series-1"
/t5/Announcements/Doja-Cat-Joins-the-Music-Valley-Lineup-in-Meta-Horizon-Worlds/ba-p/1132102,I said what I said: The one and only Doja Cat is about to make her VR premier. Learn more on the blog: https://www.meta.com/blog/quest/doja-cat-scarlet-tour-vr-horizon-worlds
/t5/Announcements/Save-Up-to-60-Off-175-Titles-During-the-Meta-Quest-Holiday-Sale/ba-p/1117462,"Christmas is just a week away, and it’s time to shop our biggest sale of the year! Save up to 60% off on 175+ titles during the Meta Quest Holiday Sale, now through 11:59 pm PT on January 2. Learn more on the blog: https://www.meta.com/blog/quest/holiday-sale-2023"
/t5/Announcements/Hit-the-Courts-in-Racket-Club-an-All-New-Sport-Built-For-VR/ba-p/1115607,"Racket sports are on the rise, and Racket Club is here to bring all the fun and addictiveness of those sports to VR. Check out our interview with Resolution Games Chief Creative Officer Mathieu Castelli to learn more: https://www.meta.com/blog/quest/racket-club-vr-launch-tennis-pickleball"
/t5/Announcements/Cuteness-Overload-Neko-Atsume-Purrfect-Kitty-Collector-Now/ba-p/1115601,"Neko Atsume has been letting people collect and admire digital cats for nearly a decade. And starting today, you can pick them up and give them a cuddle, too! Learn more: https://www.meta.com/blog/quest/neko-atsume-interview"
/t5/Announcements/The-Final-Countdown-Asgard-s-Wrath-2-Launches-Tomorrow/ba-p/1115401,"It’s been just over four years since Asgard’s Wrath launched on the Rift Platform. It was a landmark title for VR—helping to usher in a new era of ambition and audacity among game developers. Fast-forward to June of this year when we revealed the impending launch of the sequel. And now, the wait is (almost) over: Asgard’s Wrath 2 launches tomorrow at 7:00 am PT on Meta Quest 2, 3, and Pro! Check out the blog for everything you need to know for launch: https://www.meta.com/blog/quest/asgards-wrath-2-launch"
/t5/Announcements/Xbox-Cloud-Gaming-Beta-Is-Here/ba-p/1114996,You can now stream hundreds of high-quality games to your own private theater—no console or TV required. Learn more on the blog: https://www.meta.com/blog/quest/xbox-cloud-gaming-beta-launch
/t5/Announcements/Meta-Monthly-November-means-the-holidays-are-near/ba-p/1114486,"The month of November kicked off the holiday season with lots of happenings here in the forums and with the Meta Quest. Let’s dig a bit deeper into all of that in this month’s Meta Monthly. The MVP Squad is Growing! Since the MVP program has launched we’ve found over 10 new community member additions who have exemplified the meaning of what it means to be an MVP in the forums. They’ve been helpful to the community and are knowledgeable and passionate about the world of VR. We couldn’t be more thankful to have them join the team. If you see a shiny MVP badge next to a username in the forums, give them a nice hello! Also as a plug, if you think you’d be a great fit for the team, we’re always accepting applications! Reach out to @Ryanality or @neurodivrgent for consideration. You can find more information on the program here . PTC v60 Release Thread is Up PTC v60 was released and you can add your input into this thread posted by @Ryanality . Thank you to everyone who continues to contribute with their feedback. Several fixes have been added since the last version, with more on the way due to everyone’s help. Most of you know already, but as always make sure to submit your big reports if you notice anything wrong. Thanks everyone! BLACKPINK in your…VR! (And more!) Concerts in Horizon Worlds?! Sign. Us. Up! I’m all for festival season, but as a fellow Coachella attendee, the dust storms, long lines for food and pricey water along with the long drive back home after can be enough to steer us away from them for now. However, what if we can enjoy them in the comfort of our own viewing space, yet still have a front row experience? Then check out Music Valley in Worlds today! You can find all the details you need, including the lineup through the holiday season here . See you there! Tis’ the Season of Software Releases Parkour! ‘Assassin’s Creed® Nexus VR’ is here It’s arrived! VR’s very first entry into the Assassin’s Creed Universe. Need we say more? You’ll get brand new storylines within the Assassin’s Creed Universe and get to explore Ancient Greece, Colonial America AND Renaissance Italy. We don’t want to give it all away, so check out the interview on the Meta Quest Blog with Senior Creative Director, David Votypka to see how you can be a Master Assassin in the Assassin’s Creed Universe here . I Cast a Spell on You: VR Spellcasting with ‘The Wizards - Dark Times’ Are you a fan of VR Spellcasting? Well you are in luck! Carbon Studio and Vertigo Games recently launched an update for ‘The Wizards - Dark Times’ set for Quest 2 and 3. You can summon your friends for co-op gameplay and spellcast together. The more the merrier when it comes to spellcasting right? Karolina Koszuta, Co-Founder of Carbon Studio and Board Member was kind enough to sit with the team for an interview. Check out the blog article here ! That was just our featured two software titles from last month, so make sure to check out the Community Announcements board for all the latest and greatest. We have more updates on titles like Supernatural and Galapagos. You don’t want to miss it! Alright folks, that’s all for our November edition! We are on our way into the heart of December and we wish everyone a wonderful holiday season on behalf of the Meta team! We’re thankful for each and every one of you."
/t5/Announcements/Fred-Is-Back-Arizona-Sunshine-2-Brings-the-Zombified-Apocalypse/ba-p/1112770,"Arizona Sunshine® has been wowing zombiephiles and VR gamers alike since its Rift debut in 2016. That’s seven years of post-apocalyptic carnage served up with a side of wry humor. And now, fans of the franchise and newcomers alike are in luck as Arizona Sunshine® 2 blasts its way onto Meta Quest and Rift today. Learn more on the blog: https://www.meta.com/blog/quest/arizona-sunshine-2-launch-vertigo-games-nick-witsel"
/t5/Announcements/Build-and-Explore-LEGO-Bricktales-is-Available-Now-on-Meta-Quest/ba-p/1112767,"There’s something very satisfying about building with LEGO® bricks. From sorting the colorful plastic pieces to snapping them together, you can’t help but feel accomplished when you see the end result. LEGO® Bricktales is the closest a video game has ever gotten to recreating that feeling, and it’s an experience that’s only amplified with the power of VR and mixed reality, which lets you play with your digital creations in your own physical space. You can pick up the game today on Meta Quest for $29.99 USD. Learn more on the blog: https://www.meta.com/blog/quest/lego-bricktales-vr-launch-mixed-reality"
/t5/Announcements/A-Cracking-Good-Time-Wallace-amp-Gromit-in-The-Grand-Getaway/ba-p/1112747,"When the team at Atlas V met with the fine folks at Aardman, the synergy was instant, thanks to a mutual admiration for storytelling and innovation in animation. And that shared passion laid the foundation for a beautiful collaboration on Wallace & Gromit in The Grand Getaway. Learn more on the blog: https://www.meta.com/blog/quest/wallace-gromit-grand-getaway-jamtastic-aardman-atlas-v"
/t5/Announcements/Portals-of-Possibility-Walkabout-Mini-Golf-Adds-New-Meow-Wolf/ba-p/1112708,"Meow Wolf is an art collective that blends sculpture, narrative, digital art, world building, and more to create large-scale projects that surprise, delight, sometimes confuse, and always inspire. And they’ve teamed up with our friends at Mighty Coconut to produce a brand-new course for Walkabout Mini Golf, out now on Meta Quest 2, 3, and Pro and Rift. Learn more on the blog: https://www.meta.com/blog/quest/walkabout-meow-wolf-mini-golf"
/t5/Announcements/A-World-Worth-Saving-Pre-Order-Demeter-to-Save-10/ba-p/1112271,"Demeter is a unique adventure built from the ground up for mixed reality (MR). In this one-of-a-kind platformer, you’ll solve puzzles, fight enemies, and explore a new world—all in your own physical space. Learn more on the blog: https://www.meta.com/blog/quest/demeter-pre-order-discount-novelab"
/t5/Announcements/Developer-Diary-Cosmic-Events-Loki-Anomalies-Bring-Live-Ops-to/ba-p/1112258,"T-minus nine days until the launch of Asgard’s Wrath 2—the epic follow up to the hit VR title Asgard’s Wrath from Sanzaru Games. Today, we’re revealing the vocal cast + sharing a look at the game’s live ops: https://www.meta.com/blog/quest/asgards-wrath-2-cosmic-events-loki-anomalies-dev-diary"
/t5/Announcements/Celebrating-10-Years-of-AI-Innovation-the-Future-of-AR-VR/ba-p/1112256,This year marks the 10th anniversary of Meta’s Fundamental AI Research (FAIR) team. Hear from Michael Abrash on what that means for the future of AR & VR: https://www.meta.com/blog/quest/fair-10-year-anniversary-michael-abrash-andrew-boz-bosworth
/t5/Announcements/Meta-Quest-build-v60-release-notes/ba-p/1111914,"These features and enhancements will gradually become available starting the week of December 4, 2023 and will be pushed to Meta Quest 3, Meta Quest Pro and Meta Quest 2 headsets.  Please note that you can find the most up to date release notes on our release notes article and you can check out our v60 blog as well for more details. New Horizon Home environments There are 3 new Horizon Home environments for you to download and explore: Blue Hill Gold Mine, Storybook, and Lakeside Peak. Learn more about how to change your virtual environment and how to invite people to join you in your Horizon Home. Layout utility app Layout is a new utility app that helps you spatially measure, align and visualize real world objects directly in your physical space. Some things you can do with Layout include: Measure the square footage of a living room. Visualize the size and placement of a 72” TV on the wall. Visualize furniture in your living room. Measure the height and depth of a kitchen counter. You can find Layout in your App Library. Profile updates Now when you view someone’s profile you’ll be able to see things you have in common, such as apps and connections, if they choose to share this information. Bluetooth settings improvements We’ve made a number of fixes and improvements to Bluetooth settings, making it easier to search for and connect Bluetooth devices to your headset. Quest 3 Public Test Channel We’re opening up the Public Test Channel (PTC) for Quest 3. PTC is an early access program for Meta Quest version software. By signing up, you can get early access to the unreleased software version ahead of the public release. Learn more about PTC including how to sign up . Phone notifications discontinued The phone notification feature, which allows you to receive notifications from your mobile phone on your headset, will be discontinued. Passthrough during app loading When you’re using Passthrough in Horizon Home and you launch an app that has enabled this feature, you’ll continue to see your surroundings while the app loads. More ways to visit Meta Horizon Worlds We’re making it easier to visit and revisit your favorite worlds. You can now access worlds from the Worlds tab in your App Library. Safe Browsing enhancements We’ve made some enhancements to Safe Browsing on Meta Quest Browser by integrating Meta's secure website database. Safe Browsing currently uses Google Safe Browsing to protect you from deceptive websites, phishing attempts, malware distribution, and social engineering attacks. Meta’s secure website database provides an additional layer of security to help keep you safe while using Meta Quest Browser. Boundary improvements We are introducing cloud computing capabilities that improve your headset's ability to remember more boundaries using point cloud data , so you can spend less time redrawing boundaries. Quest Pro performance upgrades As part of our effort to continue bringing improvements to our in-market products, in v60 we are enabling higher clock speeds for Quest Pro CPU and GPU when running MR applications, giving you a smoother MR app experience and a more responsive UI. This update also adds more power for developers to take advantage of for both existing and upcoming apps. These performance improvements include (when compared to Quest Pro at launch): Up to 34% increase in CPU Up to 19% increase in GPU when Dynamic Resolution is turned on End-to-end encryption for cloud backup If you have cloud backup turned on, you can now secure your backups with your own pin for end-to-end encryption. You’ll need to create an end-to-end encryption PIN which will let you restore your backups after a factory reset or when you set up a new device. You can manage cloud backup and end-to-end encryption from Backup in System Settings and also from the Meta Quest mobile app."
/t5/Announcements/Become-a-Ninja-Assassin-in-Arashi-Castles-of-Sin-Final-Cut-Out/ba-p/1111690,"It’s been just shy of six months since Skydance Interactive announced that it was bringing the award-winning stealth-action VR game Arashi: Castles of Sin to Meta Quest 2 and 3, PlayStation VR2, and PC VR. And now, you can take on the role of the deadly assassin Kenshiro (again, or for the first time) with the launch of Arashi: Castles of Sin - Final Cut. Learn more on the blog: https://www.meta.com/blog/quest/arashi-castles-sin-final-cut-launch-endeavor-one-forward-xp"
/t5/Announcements/Beat-Saber-Launches-Original-Soundtrack-6-Featuring-Lindsey/ba-p/1111602,"’Tis the season of gift-giving, and the Beat Saber team has a little something special for your virtual stocking with today’s free launch of Original Soundtrack 6! Learn more on the blog: https://www.meta.com/blog/quest/beat-saber-ost-6-lindsey-stirling-camellia-dragonforce-far-out"
/t5/Announcements/Boz-to-the-Future-Episode-16-10-Years-of-FAIR-with-Guests-Joelle/ba-p/1111598,"Welcome back for another episode of Boz to the Future, a podcast from Reality Labs. In today’s episode, our host, Meta CTO and Head of Reality Labs Andrew “Boz” Bosworth is joined by Meta VP of AI Research Joelle Pineau and Chief AI Scientist Yann LeCun to celebrate the 10-year anniversary of FAIR, Meta’s Fundamental AI Research team. Read more on the blog: https://www.meta.com/blog/quest/boz-to-the-future-episode-16-fair-ai-joelle-pineau-yann-lecun"
/t5/Announcements/Future-Forward-How-Immersive-Tech-Is-Changing-the-Face-of/ba-p/1109150,"The metaverse is a big bet and a long-term ambition—and parts of the metaverse are already with us, with people reaping the benefits of new social experiences, educational tools, and more. Today, we’re shining a light on some of the early pioneers who have embraced immersive technologies and are using them to solve real-world problems. Read more on the blog: https://www.meta.com/blog/quest/immersive-technologies-vr-mr-metaverse-construction-education-entrep..."
/t5/Announcements/Summon-Your-Friends-for-Co-Op-Spellcasting-in-The-Wizards-Dark/ba-p/1108713,"Fans of VR spellcasting are in luck, as Carbon Studio and Vertigo Games launch the Brotherhood Update for The Wizards - Dark Times on Meta Quest 2 + 3. Check out our interview with Carbon Studio Co-Founder & Board Member Karolina Koszuta to learn more."
/t5/Announcements/Galapagos-with-David-Attenborough-Dives-Deep-on-Biodiversity/ba-p/1106303,"Originally produced for television a decade ago, this new VR production of Galapagos with David Attenborough seamlessly blends live-action footage with original and emotive illustrations made in VR with Quill by Smoothstep—a first for the stereoscopic documentary genre. Read more ."
/t5/Announcements/Next-on-Quest-November-2023/ba-p/1106244,"Last month, we debuted Next on Quest—a new series of videos that shares the latest and greatest on the Meta Quest Store, plus a look at what’s coming down the pike. Today, we’re back with a new installment covering the launch of Assassin’s Creed® Nexus VR , Demeo Battles , Vampire: The Masquerade - Justice , and more. Check it out on the blog ."
/t5/Announcements/Feel-the-Real-Supernatural-Unveils-New-Campaign-Unreal-Fitness/ba-p/1105914,"For anyone with a headset, the link between VR and fitness is likely a no-brainer. And today, Supernatural debuted a new campaign directed at the skeptics in our midst who don’t yet realize the full reality of virtual reality. Visit the blog to learn more ."
/t5/Announcements/Give-Thanks-with-Black-Friday-Cyber-Monday-Deals-Now-Live/ba-p/1105884,"We’ve got a reason to celebrate before we break out the pumpkin pie: From now through 10:00 am PT on November 28, you can save up to 40% on hit VR games during our Black Friday + Cyber Monday Deals Sale using code BFCM23 at checkout. Visit the blog to learn more ."
/t5/Announcements/Become-a-Master-Assassin-in-Assassin-s-Creed-Nexus-VR/ba-p/1104825,"Today’s the day: Assassin’s Creed® Nexus VR has arrived! Parkour, combat, and stealth combine to deliver VR’s very first entry in the Assassin’s Creed universe—complete with brand-new storylines. Check out our interview with Ubisoft | Red Storm Senior Creative Director David Votypka for his take on the evolution of the Assassin’s Creed franchise, the unique affordances that VR brings to the table, and more."
/t5/Announcements/Meta-Horizon-Worlds-Kicks-Off-VR-Concert-Events-with-BLACKPINK/ba-p/1104550,"Festival season is fab, but what if you could have all the fun, feels, and fits combined with a killer view—no road trips or airport security lines required? Turns out, you 100% can, thanks to VR. Check out our latest concert lineup for Meta Horizon Worlds."
/t5/Announcements/PTC-v60-Release-Thread/ba-p/1104019,"Thanks everyone for all your feedback on our previous builds, several bugs were identified in PTC v59 and the solutions for some have shipped, while others are on the way! The Public Test Channel (PTC) for Quest v60 is starting to roll out for Meta Quest Pro and Meta Quest 2, with Quest 3 PTC coming soon. If you're seeing an issue or bug after updating to PTC v60 jump on over to our Get Help board and search for any existing thread, if you don't find one, make a new thread. Please add the tag ""PTC v60"" to the thread and in the title. This way everyone can look for just PTC v60 issues too. It's best if you can post each bug you spot in its own thread, to keep track of individual issues separately. Share your impressions and let us know if you see any issues. Please make sure to also send in bug reports along with posting here if you notice anything going wrong. We know it's tough when you run into a problem on a PTC build and want to thank you all again for testing out PTC and sharing your feedback! This feedback is extremely helpful to our engineering teams. We appreciate your interest and persistence in testing out the core functionality of software as we develop!"
/t5/Announcements/Meta-Monthly-Spooky-Season-comes-to-a-close/ba-p/1102843,"As we head further into the “ber” months, October officially comes to a close. Since it’s the month after Quest 3’s awaited launch, there has been a lot happening in terms of game releases and throughout the forums. Here we’ll do our monthly recap: Games Galore There have been a number of games that have been optimized for Quest 3’s new tech stack. Check out our Meta Quest Blog for full details. We’ll make sure to share some of the highlights here. Dungeons of Eternity This game launched on October 5th with raving reviews! Hack-n-slash takes on a new meaning in VR with Dungeons of Eternity: swing swords, throw axes, use bows, wield magic staffs, and more to make it out alive. With the power of VR, you will be immersed in a fantasy adventure like no other. Play in either COOP or Solo mode by banding together for an unforgettable cooperative experience with up to 3 players, or delve into the dungeons yourself. Explore randomly-generated dungeons across multiple game modes and realms - no dungeon run is the same! There are so many features to the game, check it out today! Roblox It happened during Connect, but if you missed it, Roblox officially launched its immersive games and social experiences newly optimized for VR. Players now have their favorite game for use with our headset and we’re here for it! It’s the game that lets you explore and share experiences with friends in several modes: multiplayer, Co-op and Single User. With over 66 million daily active users, you’re sure to discover something new with each game play! If you’re looking for more, check out Announcement Board on the forums as well as the blog post, “Meta Quest 3: All the Games + Apps to Explore on Day One” on our Meta Quest blog. There you’ll find all the Day One launch games to try out and other releases! Rock n’ Roll expands on Beat Saber! Hackney Diamonds, the Rolling Stones’ first original studio album since 2005 recently released and Beat Saber is helping celebrate! The band is partnering with Beat Saber to bring The Rolling Stones Music Pack to Meta Quest 2, 3, and Pro. Some tunes you can expect are their new singles: “Angry”, “Bite My Head Off ft. Paul McCartney” and more. For more information go to the Meta Quest blog post that talks all about it . PTC v59 Release Thread and Release Notes On Oct 11, 2023 the PTC v59 Release thread was published announcing the start of the rollout. Thanks to everyone who participated in the discussion and continues to give us feedback. As you know this feedback is extremely helpful to the engineering teams. We appreciate the time you take to test the software out and submit your feedback. We also want to note, the Release notes for v59 have been posted as well. You can find them linked here or go to the Announcements Board to find them posted from last month. Some features you can find on there are: Chat improvements, Hand tracking improvements in mixed reality, Avatar legs and more. We don’t want to spoil it, so make sure to check out the post for more details! Lastly, the MVP squad is still opening its doors until the end of the year! If you or someone you know thinks they’d be a great fit, reach out to @Ryanality or @neurodivrgent . Thanks everyone and see you all next month! Cheers!"
/t5/Announcements/Game-Night-Gets-Competitive-Demeo-Battles-Combines-Turn-Based/ba-p/1102319,"Today, the Demeo Action Role-Playing System evolves with the highly anticipated launch of Demeo Battles. A turn-based strategy game in which two teams face off in combat, Demeo Battles offers fast-paced engaging gameplay with depth. We sat down with Resolution Games Producer Gustav Stenmark to learn more ."
/t5/Announcements/Onward-Releases-Update-1-13-Including-a-New-Map-Night-Vision/ba-p/1099588,"Whether you’re a seasoned virtual soldier or a relative newcomer to Onward, there’s never been a better time to jump in the game. Today marks the release of Update 1.13, which brings with it improvements to Co-Op Modes, an all-new map, new options for Night Vision Goggles, and more. Check out the blog to learn more, and let us know what you’re most excited for in the comments."
/t5/Announcements/Meta-Quest-November-2023-Titles-NFL-PRO-ERA-amp-Angry-Birds-VR/ba-p/1099458,"November is here, which means new Meta Quest+ games! Click here to learn more ."
/t5/Announcements/Meta-Quest-3-Selected-as-One-of-Oprah-s-Favorite-Things-2023/ba-p/1099348,"The holiday season is upon us, which means gift guides galore—including the annual Oprah’s Favorite Things holiday gift list. Meta Quest 2 made the cut for two years running, and it seems third year’s a charm too, with Meta Quest 3 being named to Oprah’s Favorite Things 2023! Learn more here ."
/t5/Announcements/Sinking-the-Hook-into-Horror-Games/ba-p/1099139,"Back in 2020, Director of Content Ecosystem Chris Pruett wrote about how VR is the best platform for horror games , in part because it demands absolute attention, and in part because VR is good at getting your blood pumping, which lets a really good horror game get its knife into you and twist. This year, he talks about a couple of VR horror games that maybe you haven’t heard of , and considers them through a specific lens: sinking the hook."
/t5/Announcements/Stereoscopic-Scares-Celebrate-Halloween-in-VR-amp-MR-with-Meta/ba-p/1098070,"We just posted a list of over three dozen ways to celebrate spooky season in-headset this year. What are your favorite holiday haunts? Let us know, and we might include them in next year’s list!"
